deposited_heat_w_m2,lower_temperature_k,lower_pressure_pa,lower_radius_R,oxygen_mole_fraction,conductivity_multiplier,heating_shape,exobase_temperature_k,max_temperature_k,exobase_radius_R,exobase_pressure_pa,jeans_lambda_N2,jeans_lambda_O2,N2_loss_kg_s,O2_loss_kg_s,molecular_loss_kg_s,max_mach,lower_conductive_flux_W_m2,upper_energy_to_infinity_W_m2,net_energy_boundary_residual_W_m2,max_scaled_BC_residual,max_collocation_residual,mesh_nodes,domain_flags,numerical_status
3e-06,180.0,0.001,1.5437217429149315,0.175,1.0,middle,210.1308089525565,210.1308092165347,2.3259363250883527,2.6024307193037628e-08,19.45308365663942,22.22007220991198,0.0005126976909155779,8.293558327953783e-06,0.0005209912492435317,2.0338650037005118e-08,-2.9999757044807984e-06,1.7515363935789897e-12,1.3481680516517e-17,4.4933604925745386e-08,4.535079064499416e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-05,180.0,0.001,1.5437217429149315,0.175,1.0,middle,283.20389954502286,283.20619789898126,2.7310362557136063,1.8876431209791868e-08,12.292757476885743,14.041267884133664,0.3694902650005656,0.01649554116305521,0.3859858061636208,1.7493140169880257e-05,-9.981526279559354e-06,1.7652621275307498e-09,-3.821189744481241e-15,3.198541307369851e-08,1.5535815805185443e-07,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED""]",converged
3e-05,180.0,0.001,1.5437217429149315,0.175,1.0,middle,400.8067319783553,408.0311591839394,4.392073367406562,7.298534178837833e-09,5.400965643369885,6.169193980614618,147.19144424514406,17.335352620690934,164.526796865835,0.00887055873134241,-2.177450858287127e-05,1.0971692460308918e-06,-1.6646463226680907e-16,5.54883519277609e-12,1.8797448370831544e-08,241,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
0.0,180.0,0.001,1.5437217429149315,0.175,1.0,high,179.9999945359067,180.0,2.198447683728273,2.913013840522724e-08,24.02632686207574,27.44380928172587,6.997998416944481e-06,5.913346591051678e-08,7.057131882854998e-06,2.549830483751338e-10,3.255930426435389e-13,2.0254423986749665e-14,-1.377666684877975e-26,4.973799150320701e-15,8.468456478392323e-15,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-08,180.0,0.001,1.5437217429149315,0.175,1.0,high,180.14904799875976,180.14904799875976,2.1989520421028104,2.9116777182381027e-08,24.000941534855773,27.414813169137453,7.16767096841028e-06,6.078599003712759e-08,7.2284569584474065e-06,2.612813518884027e-10,-9.999666484921505e-09,2.0763651006997146e-14,9.607019443533885e-21,2.9774156473649783e-10,7.60904647622391e-11,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-07,180.0,0.001,1.5437217429149315,0.175,1.0,high,181.49111831379497,181.49111831379497,2.203506172588702,2.8996546601380183e-08,23.774224535689306,27.15584815456126,8.87713489296515e-06,7.774699483105969e-08,8.954881887796209e-06,3.248885288382193e-10,-9.999958662438869e-08,2.59181635172097e-14,7.835278970470064e-18,2.1459698658077285e-07,7.731110921766739e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-07,180.0,0.001,1.5437217429149315,0.175,1.0,high,184.47732976228372,184.47732976228372,2.2137236813324166,2.8729495301828873e-08,23.281426853225796,26.592955387404558,1.4126080397399926e-05,1.3268741420843903e-07,1.4258767811608365e-05,5.215552581871272e-10,-2.9999934110039207e-07,4.196177341091553e-14,2.7913600661908964e-19,9.223802521773905e-09,2.2859841106190106e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-06,180.0,0.001,1.5437217429149315,0.175,1.0,high,194.97155025229725,194.97155025229725,2.2505811219116785,2.779620304602154e-08,21.667564183236983,24.749538390028235,6.442135988535331e-05,7.609790599022731e-07,6.518233894525558e-05,2.451107686080475e-09,-9.999969766781155e-07,2.029655107140993e-13,1.563839918913844e-18,1.7768233817605506e-08,7.593151280769526e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-06,180.0,0.001,1.5437217429149315,0.175,1.0,high,225.34281337542944,225.34281337542944,2.3664352308285417,2.514117533207365e-08,17.82943880777504,20.365481625621513,0.002311550224859035,4.7081677662209264e-05,0.0023586319025212443,9.535179013449435e-08,-2.999889416211495e-06,8.516680699978535e-12,1.8297544710061875e-16,1.4527728140478757e-07,2.424450516648857e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-05,180.0,0.001,1.5437217429149315,0.175,1.0,high,334.33990095428356,334.3425943444513,2.94942130208406,1.6184571043272714e-08,9.641641651360043,11.013059805672235,3.857597494730924,0.2505100704424734,4.108107565173397,0.00020229387828723066,-9.799796267433455e-06,2.2326944868592282e-08,-4.496557115251986e-15,4.496557111943263e-10,1.0037285417355016e-08,161,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED""]",converged
3e-05,180.0,0.001,1.5437217429149315,0.175,1.0,high,461.669789293811,463.6285743514741,4.478448537655491,7.019717622404099e-09,4.598508186576266,5.252595720407639,267.6171917564399,35.22881539310743,302.84600714954735,0.01752404701105938,-1.4530019015289904e-05,2.3467743296901905e-06,-6.887042782041056e-16,2.2956809273470186e-11,2.2660833662326607e-07,157,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
0.0,180.0,0.1,1.3645306335885365,0.175,1.0,low,179.999991487065,180.0,2.198447662668093,2.9130138963335373e-08,24.02632749919576,27.443810009469242,6.997994195802234e-06,5.913342489029641e-08,7.05712762069253e-06,2.5498289221839494e-10,3.702536962747809e-13,2.0254411402837148e-14,-3.288603341685354e-26,1.2079226507921703e-14,9.697229900562771e-15,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-08,180.0,0.1,1.3645306335885365,0.175,1.0,low,180.07158318315606,180.07158332332565,2.1989130696320345,2.9117809294866203e-08,24.011692040131173,27.427092816299243,7.095602493252988e-06,6.008299149916359e-08,7.155685484752152e-06,2.5859532217753456e-10,-9.99962456700874e-09,2.054563742476641e-14,1.2149291924152581e-21,1.4543672932632036e-10,1.0996040127808338e-10,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-07,180.0,0.1,1.3645306335885365,0.175,1.0,low,180.71608878455427,180.7160888758599,2.20311337330502,2.9006887283103964e-08,23.880441009850593,27.277172761364177,8.033974705500305e-06,6.930892758459181e-08,8.103283633084896e-06,2.9336363406487234e-10,-9.999957476301728e-08,2.3351634891840937e-14,9.360384411212116e-19,1.0526775540142808e-07,7.243434368713584e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-07,180.0,0.1,1.3645306335885365,0.175,1.0,low,182.14950280956504,182.14950288663127,2.212523179792567,2.876068065682649e-08,23.59175170205688,26.94742055453518,1.0556551122257914e-05,9.488301208123863e-08,1.0651434134339153e-05,3.8714077087196736e-10,-2.9999944079305034e-07,3.094399032349173e-14,5.574537702051122e-20,4.643830919803804e-09,3.238059593584833e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-06,180.0,0.1,1.3645306335885365,0.175,1.0,low,187.17943761610042,187.17943779302385,2.2463065257656423,2.7902092953434708e-08,22.61251413333993,25.82889714346031,2.662178911832993e-05,2.7498122780798165e-07,2.6896770346137907e-05,9.910054274645074e-10,-9.99998585670309e-07,8.034973817459508e-14,2.1081314721886791e-19,9.7297686352249e-09,1.0779055747642173e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-06,180.0,0.1,1.3645306335885365,0.175,1.0,low,201.66787158590094,201.66787435254997,2.350831737101383,2.547602877434085e-08,20.054772891871192,22.90734516317528,0.00029516811986185,4.383858137305339e-06,0.0002995519779991553,1.145611529512483e-08,-2.999984176502959e-06,9.660131586594019e-13,9.113976215086336e-18,7.790468501411851e-08,3.323449784405388e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-05,180.0,0.1,1.3645306335885365,0.175,1.0,low,253.8505236209788,253.85824326484575,2.850648591505489,1.7325566787672504e-08,13.13875640701222,15.00760091640347,0.17813404252438014,0.0070549787167360385,0.18518902124111616,7.946046414505689e-06,-9.990054175222652e-06,7.579698113489702e-10,-1.977923261463829e-20,1.1368683772161603e-13,1.1090984621430532e-07,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED""]",converged
3e-05,180.0,0.1,1.3645306335885365,0.175,1.0,low,317.3617837327576,336.444879304069,4.870736036740888,5.934522913858283e-09,6.150731734475206,7.025606104212185,87.30900941496945,9.26181255662356,96.570821971593,0.004633080974755952,-2.469865552583516e-05,5.067116838003141e-07,5.542443835086504e-15,1.1215357282878813e-07,8.720744040909504e-07,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
0.0,180.0,0.1,1.3645306335885365,0.175,1.0,middle,179.999991487065,180.0,2.198447662668093,2.9130138963335373e-08,24.02632749919576,27.443810009469242,6.997994195802234e-06,5.913342489029641e-08,7.05712762069253e-06,2.5498289221839494e-10,3.702536962747809e-13,2.0254411402837148e-14,-3.288603341685354e-26,1.2079226507921703e-14,9.697229900562771e-15,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-08,180.0,0.1,1.3645306335885365,0.175,1.0,middle,180.14317790895998,180.14317792090355,2.199262294198277,2.91085626976013e-08,23.998337675338693,27.411838939060853,7.185727521089938e-06,6.096166250099955e-08,7.246689183590938e-06,2.6193611014473005e-10,-9.999619783844717e-09,2.081537889951641e-14,1.0615467761840083e-20,5.201059138926211e-10,2.171934574385126e-10,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-07,180.0,0.1,1.3645306335885365,0.175,1.0,middle,181.4324887953438,181.43248880094873,2.2066297182606522,2.8914514283367886e-08,23.748243174946957,27.126171229195766,9.102725758750803e-06,8.001750376948043e-08,9.182743262520283e-06,3.331016562897455e-10,-9.999951800037586e-08,2.656952236728609e-14,8.70936097865474e-18,3.7470066871492236e-07,1.8931661415653372e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-07,180.0,0.1,1.3645306335885365,0.175,1.0,middle,184.3017701038782,184.3017701038782,2.2232361445070272,2.8484174017080656e-08,23.203895846075426,26.504396441800047,1.5223371328957383e-05,1.445776321648521e-07,1.5367948961122234e-05,5.618591934508789e-10,-2.9999919262883823e-07,4.51852479996088e-14,5.167592357721129e-19,2.4419883715154356e-08,6.576370902567166e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-06,180.0,0.1,1.3645306335885365,0.175,1.0,middle,194.39054499058216,194.3905450227277,2.2840478353601847,2.698761028923671e-08,21.413895335279975,24.459787920719673,8.22162373063854e-05,1.0068003080977424e-06,8.322303761448313e-05,3.1248412528273006e-09,-9.999956139283062e-07,2.584177693091243e-13,5.145436454248245e-18,6.707928008609088e-08,2.2030670376854465e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-06,180.0,0.1,1.3645306335885365,0.175,1.0,middle,223.6482429512641,223.6482524075118,2.4852106170710533,2.27954631591179e-08,17.105954689374595,19.539089798118336,0.0045997192356499695,0.00010381415514549906,0.004703533390795468,1.894322001614105e-07,-2.9997498190303863e-06,1.6868910112877874e-11,9.435066218184917e-17,5.703381233956861e-08,6.587959175636542e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-05,180.0,0.1,1.3645306335885365,0.175,1.0,middle,316.5672063140108,317.1183475386474,3.623410253848633,1.0723581571122984e-08,8.288817461102518,9.467811158958153,13.386117574569713,1.051919089726669,14.438036664296382,0.0006918116518483412,-9.208708468430852e-06,7.466441513658862e-08,-8.964947321395476e-13,1.7178142783791372e-07,5.712813536107485e-07,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
3e-05,180.0,0.1,1.3645306335885365,0.175,1.0,middle,345.90633031148747,370.34821841240256,5.759016811915899,4.245004217369221e-09,4.772755116605429,5.451627371941303,267.8161851871622,34.41557991999403,302.2317651071562,0.015137919508833409,-1.3240176975605542e-05,1.7510226852340274e-06,-1.440493537440638e-14,4.801645124802127e-10,6.342034429776583e-08,240,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
0.0,180.0,0.1,1.3645306335885365,0.175,1.0,high,179.999991487065,180.0,2.198447662668093,2.9130138963335373e-08,24.02632749919576,27.443810009469242,6.997994195802234e-06,5.913342489029641e-08,7.05712762069253e-06,2.5498289221839494e-10,3.702536962747809e-13,2.0254411402837148e-14,-3.288603341685354e-26,1.2079226507921703e-14,9.697229900562771e-15,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-08,180.0,0.1,1.3645306335885365,0.175,1.0,high,180.2147741558084,180.2147741558084,2.1994951911954472,2.9102398612995156e-08,23.98626345424004,27.39804729196644,7.268058480414669e-06,6.176597319173847e-08,7.329824453606408e-06,2.6499373040511636e-10,-9.999615413321947e-09,2.1062705510737583e-14,3.468958088299948e-20,1.0099675762376136e-09,1.1701424719847477e-10,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-07,180.0,0.1,1.3645306335885365,0.175,1.0,high,182.14904132094628,182.14904132094628,2.2089821264329697,2.8852963755853412e-08,23.629629734881895,26.99068632357196,1.017990081281886e-05,9.100680899567386e-08,1.0270907621814533e-05,3.733095343467658e-10,-9.999946074183097e-08,2.9837694501879437e-14,3.0261574623453355e-17,7.244224818236944e-07,2.9828465937183524e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-07,180.0,0.1,1.3645306335885365,0.175,1.0,high,186.4554328310453,186.4554328310453,2.2304541404691713,2.8300116502750833e-08,22.86165506104715,26.11347564534782,2.1010518494074224e-05,2.0947697851208403e-07,2.121999547258631e-05,7.803323933971124e-10,-2.999988844346624e-07,6.313525867984644e-14,1.834519413041187e-18,5.708889929678662e-08,3.8864311855506694e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-06,180.0,0.1,1.3645306335885365,0.175,1.0,high,201.61815072497583,201.61815072497583,2.3101542033587337,2.6381099013934564e-08,20.412933044707017,23.316449683527708,0.00020984663083329437,2.96215280946623e-06,0.00021280878364276059,8.137690842646768e-09,-9.999887590513937e-07,6.859058678798281e-13,3.602412504445171e-17,1.795415016658808e-07,1.4262321083890661e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-06,180.0,0.1,1.3645306335885365,0.175,1.0,high,245.7832974174881,245.7832974174881,2.58678521190748,2.1040405263581193e-08,14.954203016313304,17.08127496540916,0.03324962002456105,0.0010181876612533462,0.034267807685814396,1.446802706102829e-06,-2.9981646108251788e-06,1.3541877227984828e-10,4.6742527009598245e-15,3.7916812587468487e-07,4.6733058504445665e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED""]",converged
1e-05,180.0,0.1,1.3645306335885365,0.175,1.0,high,356.19126012796977,356.5003827771013,3.88253281484084,9.339957260528136e-09,6.875077753811352,7.852982428639708,43.986749612455974,4.216198270604021,48.20294788305999,0.0024499753623752783,-7.32453845069087e-06,2.824890555254031e-07,1.4908741730526852e-14,6.658852470309285e-07,3.512239164526746e-07,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
3e-05,180.0,0.1,1.3645306335885365,0.175,1.0,high,417.39985522959006,421.56764634399264,5.348617693437129,4.9214350078735935e-09,4.258750106471413,4.86451076652146,371.33768306347787,51.227409366101014,422.5650924295789,0.02324965672744766,-6.039458129516912e-06,2.9740914659834488e-06,-3.3512436312192187e-14,3.0134456707742174e-08,6.655235891103872e-07,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
0.0,180.0,10.0,1.222612974999772,0.175,1.0,low,179.99998804686695,180.0,2.1984476303624136,2.91301398194567e-08,24.02632831145337,27.443810937261624,6.997988805632317e-06,5.913337252070839e-08,7.057122178153026e-06,2.549826931359592e-10,4.1491422651414266e-13,2.0254395384886176e-14,-6.846050479870029e-26,2.0605739337042905e-14,8.591926140857963e-15,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-08,180.0,10.0,1.222612974999772,0.175,1.0,low,180.0934884913974,180.0934886767184,2.199241598721786,2.9109110539646128e-08,24.005184926476925,27.419660136841962,7.13963263715482e-06,6.05117257771869e-08,7.200144362932006e-06,2.602178227618309e-10,-9.999576665847287e-09,2.067588925582352e-14,3.316284739062267e-21,3.598195519316505e-10,1.4682131043835546e-10,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-07,180.0,10.0,1.222612974999772,0.175,1.0,low,180.93529926615184,180.9352994158934,2.2064196318109697,2.8920020857856202e-08,23.81576806003488,27.20330079122834,8.54327848849671e-06,7.438284038450243e-08,8.617661328881212e-06,3.121748372670169e-10,-9.999949320008442e-08,2.4865095334279943e-14,2.6538627578911022e-18,2.5985543317119664e-07,1.886887759837694e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-07,180.0,10.0,1.222612974999772,0.175,1.0,low,182.80801224967908,182.80801237741767,2.222582491820396,2.8500930650084303e-08,23.400379077351626,26.728827265419312,1.2660698592192523e-05,1.1693069552975413e-07,1.2777629287722276e-05,4.65258938860081e-10,-2.999992481626579e-07,3.725976994869667e-14,2.1048447739145255e-19,1.7573594135456005e-08,4.381844174570581e-09,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-06,180.0,10.0,1.222612974999772,0.175,1.0,low,189.3849537766351,189.3849542563034,2.281569467955413,2.7046273034720612e-08,22.0037569645051,25.133550920282225,4.739474095547417e-05,5.337528383084456e-07,4.7928493793782616e-05,1.7762878457459218e-09,-9.999971746539747e-07,1.4492827985107798e-13,1.6698855003759577e-18,5.220811161166239e-08,1.4696521570641514e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
3e-06,180.0,10.0,1.222612974999772,0.175,1.0,low,208.38436581445822,208.38439148181448,2.474352016601818,2.299597623333657e-08,18.439510606785372,21.062329470750367,0.001348308812797466,2.5185018961703783e-05,0.0013734938317591697,5.339567810205243e-08,-2.999918597349581e-06,4.583489600903731e-12,1.623383338227029e-17,4.3526328852294684e-08,4.275509578612285e-08,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO""]",converged
1e-05,180.0,10.0,1.222612974999772,0.175,1.0,low,271.7620578150431,272.33921873379074,3.5913839842864075,1.0915688687470032e-08,9.741488994103353,11.127109341719287,3.908493087428563,0.2502634882719346,4.158756575700498,0.00018463104818508674,-9.748928950140976e-06,1.836608707391607e-08,2.477455565433071e-16,8.379170424177573e-09,1.4691012800479405e-07,81,"[""MOLECULAR_LIMIT_ONLY"", ""PRESCRIBED_LOWER_ATMOSPHERE"", ""NO_IR_COOLING"", ""NET_HEATING_INPUT_NOT_SPECTRAL_PREDICTION"", ""FIXED_MIXING_RATIO"", ""KINETIC_ESCAPE_SENSITIVITY_REQUIRED"", ""EARTH_TIDES_REQUIRE_REVIEW""]",converged
